epoch,lr,loss,iou,val_loss,val_iou,val_dice,epoch_sec,train_ctrl,train_foc,train_ma_mean,train_rho_std,train_ctrl_bce,train_cell_iou,val_ctrl,val_foc,val_ma_mean,val_rho_std,val_ctrl_bce,val_cell_iou,norm_route1_wc,norm_route1_wa,norm_route1_beta,norm_route2_wc,norm_route2_wa,norm_route2_beta,norm_route3_wc,norm_route3_wa,norm_route3_beta,norm_route4_wc,norm_route4_wa,norm_route4_beta
0,0.0001,1.3239683583378792,0.4073775777964216,1.412201332323479,4.2732444486136486e-05,8.54603859154533e-05,124.14527702331543,0.6931001096963882,0.6554671078920364,0.49947148002684116,0.00045630839940713486,0.6931001096963882,0.462106604129076,0.6931403640544775,0.6996135386553678,0.5001585917039351,6.350181656395735e-05,0.6931403640544775,0.5006510416666666,0.024006422609090805,0.020499911159276962,0.008436905220150948,0.03988298773765564,0.035202737897634506,0.0072906743735075,0.07454883307218552,0.07480638474225998,0.01063512172549963,0.07839155942201614,0.07909388840198517,0.011145009659230709
1,0.0001,1.2026767432689667,0.5646243616488955,1.4340565674232715,0.26061776749212306,0.41226332932878396,15.93058705329895,0.6921463534235954,0.5869106724858284,0.5037507265806198,0.0024060975993052125,0.6921463534235954,0.5116295963525772,0.6931964520252112,0.7282521724700928,0.5025883389241768,0.0011044282106343996,0.6931964520252112,0.5006510416666666,0.046546485275030136,0.04123914614319801,0.019189946353435516,0.06804884225130081,0.06416552513837814,0.017395803704857826,0.11572001874446869,0.12427316606044769,0.01622774265706539,0.10706573724746704,0.11054270714521408,0.015460802242159843
2,0.0001,1.1084923073649406,0.6434946764402334,1.3692091378298672,0.49866317584757935,0.6639399915702077,16.110689163208008,0.6903076842427254,0.5331060457974672,0.508336141705513,0.0055050881346687675,0.6903076842427254,0.5186766050755978,0.6933366349249175,0.7515684275916128,0.5071873032685482,0.0030391726741623697,0.6933366349249175,0.5006510416666666,0.06745386868715286,0.06120410934090614,0.030263712629675865,0.0882495790719986,0.08656608313322067,0.027190981432795525,0.1456117033958435,0.16917800903320312,0.021086035296320915,0.12914808094501495,0.13718189299106598,0.018928010016679764
3,0.0001,1.0475524738430977,0.6733341522249802,1.3942623716412168,0.2909530822900282,0.45010118426477386,15.974605083465576,0.6866499409079552,0.49852873757481575,0.5110622346401215,0.009757667634403333,0.6866499409079552,0.5346755851060152,0.6935952414165844,0.7107244802243782,0.5107416618954052,0.006233120577014757,0.6935952414165844,0.5006510416666666,0.08613032102584839,0.08036546409130096,0.04014439508318901,0.10538888722658157,0.10792478919029236,0.036017537117004395,0.16551458835601807,0.2107834368944168,0.025163285434246063,0.1453266739845276,0.15931975841522217,0.02221629209816456
4,0.0001,1.0076499283313751,0.689064159080672,1.3688961267471313,0.5013028602150359,0.6666726407910599,14.957434177398682,0.6818592585623264,0.477303059771657,0.5123602263629436,0.014474407013040036,0.6818592585623264,0.5462628547102213,0.6938318375385168,0.7632568081219991,0.5103576923861648,0.0088345848418998,0.6938318375385168,0.5006510416666666,0.10248591750860214,0.09836363047361374,0.0485488623380661,0.12061133235692978,0.1286698579788208,0.0436234213411808,0.18649333715438843,0.27038776874542236,0.029304828494787216,0.1608080267906189,0.18386688828468323,0.024927815422415733
5,0.0001,0.9753625802695751,0.7106143400653793,1.2928182356285327,0.5109679478429449,0.6751036764471241,16.798492431640625,0.6754699312150478,0.46211710572242737,0.5121521092951298,0.018702701199799776,0.6754699312150478,0.5634742565453053,0.691077420205781,0.7056330424366575,0.5082827752286737,0.009869797832586548,0.691077420205781,0.5006510416666666,0.11728492379188538,0.11500080674886703,0.05624675750732422,0.13605844974517822,0.1474612057209015,0.05096905305981636,0.20976944267749786,0.3432686924934387,0.034918662160634995,0.17482158541679382,0.2136755883693695,0.02922002598643303
6,0.0001,0.9718327894806862,0.7050055307134564,1.144558270772298,0.5878560796818368,0.7397010744865334,17.457849979400635,0.669232826679945,0.4631543233990669,0.5093117654323578,0.021829420235008,0.669232826679945,0.5689404085278511,0.6840708436387958,0.5976754706917387,0.5041034817695618,0.015002946228240475,0.6840708436387958,0.5007246190851385,0.12980815768241882,0.13070379197597504,0.062487006187438965,0.15106326341629028,0.16460542380809784,0.05730926990509033,0.22994652390480042,0.397280216217041,0.03916472569108009,0.18828384578227997,0.24922549724578857,0.0340433306992054
7,0.0001,0.9370182156562805,0.7230877093670169,1.0373292366663616,0.6689830445781674,0.7999524445660969,16.59208917617798,0.660273801535368,0.4457901790738106,0.5055015198886395,0.026266726665198803,0.660273801535368,0.5888148956000805,0.675479303706776,0.5210361850984169,0.49577104503458197,0.019667405183568146,0.675479303706776,0.5067632153178706,0.1418628841638565,0.14635209739208221,0.06825321912765503,0.16399089992046356,0.18241356313228607,0.06390926986932755,0.24699348211288452,0.4413624405860901,0.042187221348285675,0.2020571082830429,0.27671632170677185,0.038606464862823486
8,0.0001,0.9104028381407261,0.737844172798504,1.0876586509473396,0.6087734603777729,0.7558350318085498,16.69756317138672,0.6515050083398819,0.43194860219955444,0.49912802316248417,0.028875071555376053,0.6515050083398819,0.5996989719569683,0.6679012341932817,0.5586506787574652,0.4847960616603042,0.02429320759168177,0.6679012341932817,0.5071825926954096,0.15345299243927002,0.16266322135925293,0.07413005828857422,0.1769687980413437,0.1982414573431015,0.07045307755470276,0.25977930426597595,0.4858759045600891,0.04637855663895607,0.2138439267873764,0.30213412642478943,0.04142078384757042
9,0.0001,0.8781404159963131,0.7619830555117854,0.9707426591352983,0.6874205632445605,0.8129720497332618,18.287864446640015,0.6420873925089836,0.41479433700442314,0.4919084869325161,0.03031935275066644,0.6420873925089836,0.6060141511261463,0.6610676736542673,0.47339239264979505,0.4775468869642778,0.025588018932577335,0.6610676736542673,0.5147246989336881,0.1645403802394867,0.17745454609394073,0.07990849018096924,0.1886749416589737,0.2134251445531845,0.07751411944627762,0.2692694067955017,0.5064290761947632,0.04880408197641373,0.22196170687675476,0.3199501931667328,0.04368450865149498
