epoch,lr,loss,iou,val_loss,val_iou,val_dice,epoch_sec,train_ctrl,train_foc,train_ma_mean,train_rho_std,train_ctrl_bce,train_cell_iou,val_ctrl,val_foc,val_ma_mean,val_rho_std,val_ctrl_bce,val_cell_iou,norm_route1_wc,norm_route1_wa,norm_route1_beta,norm_route2_wc,norm_route2_wa,norm_route2_beta,norm_route3_wc,norm_route3_wa,norm_route3_beta,norm_route4_wc,norm_route4_wa,norm_route4_beta
0,0.0001,1.238155573606491,0.40668161349279824,1.2736663312622996,0.07556358963592368,0.13998236907686568,73.96046352386475,0.693016491830349,0.4786181915551424,0.5010652989149094,0.0005481000057443453,0.693016491830349,0.17136570904403925,0.6931927637620405,0.4934608412511421,0.5007297956582272,7.478502084268257e-05,0.6931927637620405,0.0,0.025882355868816376,0.023317962884902954,0.008181359618902206,0.042575616389513016,0.03686641901731491,0.009017319418489933,0.0752192959189415,0.07719982415437698,0.011521156877279282,0.07757090032100677,0.07879716157913208,0.010299336165189743
1,0.0001,1.1189174354076385,0.5889859778239324,1.2390852335727576,0.5288813935015868,0.6898137641646166,10.527158737182617,0.6921155191957951,0.4408440664410591,0.5058099366724491,0.002423249985440634,0.6921155191957951,0.4578724820166826,0.6931468085809187,0.49662168820699054,0.5034917520754265,0.0008781356137302337,0.6931468085809187,0.4951778063268373,0.04878554865717888,0.04475104808807373,0.01874437741935253,0.07135745137929916,0.061420902609825134,0.017691953107714653,0.10966823995113373,0.11707980930805206,0.01759275607764721,0.10094135999679565,0.10414497554302216,0.013465307652950287
2,0.0001,1.056242473423481,0.6314387348677198,1.2259614539868904,0.5288890491943832,0.6898204305204998,9.578807830810547,0.6898666396737099,0.41834876127541065,0.5097211822867393,0.004570789184072055,0.6898666396737099,0.5250595305114985,0.692918492086006,0.5160578128063318,0.5050259340893138,0.0019022157189972472,0.692918492086006,0.5259108751109152,0.06972876936197281,0.06420115381479263,0.029471199959516525,0.09504687041044235,0.08298474550247192,0.026782210916280746,0.13968044519424438,0.15560415387153625,0.022465527057647705,0.11723253130912781,0.12396956980228424,0.015949176624417305
3,0.0001,1.0031083784997463,0.6633493130060406,1.2208315820404978,0.5288890491943832,0.6898204305204998,10.374437808990479,0.6860055960714817,0.4035021960735321,0.512295238673687,0.006505539669888094,0.6860055960714817,0.5519335549324751,0.692722858804645,0.5185904484806638,0.5056293498386036,0.0034941913926917496,0.692722858804645,0.5260723422874104,0.0876987874507904,0.0831017717719078,0.039045821875333786,0.11522097885608673,0.10419928282499313,0.034989386796951294,0.16542671620845795,0.19297456741333008,0.026243826374411583,0.13387924432754517,0.14421126246452332,0.019585993140935898
4,0.0001,0.9748402759432793,0.6735308923531381,1.2243997111464993,0.5218170973219444,0.6839325436388672,10.690475225448608,0.6803831495344639,0.3908491227775812,0.5142294988036156,0.008789264364168048,0.6803831495344639,0.5666821412742138,0.6921329642787124,0.49211649280605896,0.5060976310209795,0.004045169744076151,0.6921329642787124,0.5260101475498893,0.10301193594932556,0.1021900624036789,0.04685743525624275,0.1320466846227646,0.1253102868795395,0.0419803261756897,0.18756814301013947,0.24567873775959015,0.030964389443397522,0.14958691596984863,0.16585202515125275,0.022761693224310875
5,0.0001,0.9326516054570675,0.7106146811594088,1.1687459114826086,0.5115180910067048,0.6744176794541183,9.533991575241089,0.6729333698749542,0.3791484199464321,0.5137225650250912,0.011024898150935769,0.6729333698749542,0.5850903429090977,0.6900674863295122,0.48359102642897406,0.5043313611637462,0.005494089359699777,0.6900674863295122,0.5263679731975902,0.11695742607116699,0.11854109168052673,0.054310623556375504,0.14653462171554565,0.1422753781080246,0.049561843276023865,0.2039387971162796,0.2840420603752136,0.034744150936603546,0.16302351653575897,0.18375450372695923,0.026303837075829506
6,0.0001,0.9077575244009495,0.7270964456114747,1.0641337524760852,0.5716264968921813,0.724077455956502,9.733233213424683,0.6647358238697052,0.37186771258711815,0.5103750005364418,0.01233282993780449,0.6647358238697052,0.5895588900893927,0.6829948858781294,0.4460814721656568,0.503824942039721,0.00892917862669988,0.6829948858781294,0.534580341794274,0.1302899718284607,0.13542577624320984,0.061592623591423035,0.15996550023555756,0.15902353823184967,0.05773727223277092,0.2171541303396225,0.32593849301338196,0.03815166652202606,0.1758682131767273,0.20378826558589935,0.029825439676642418
7,0.0001,0.8875015638768673,0.7407443861293486,1.0647430817286174,0.5456907829626632,0.7036078846582648,9.547796726226807,0.6555717773735523,0.3665222693234682,0.5065308511257172,0.013748024532105774,0.6555717773735523,0.6034992262721062,0.6773622704274727,0.42388821190053766,0.4999390515414151,0.010936340740458532,0.6773622704274727,0.5415646334489187,0.14242370426654816,0.1509111374616623,0.06811432540416718,0.1727321594953537,0.1722656637430191,0.06488148123025894,0.22969593107700348,0.36098596453666687,0.041598785668611526,0.1858312487602234,0.21946482360363007,0.032170217484235764
8,0.0001,0.8653796203434467,0.7514470392110841,0.988859848542647,0.6327960719270211,0.7717793158236593,9.290587902069092,0.6439031548798084,0.3612972144037485,0.5009993929415941,0.015288594353478402,0.6439031548798084,0.6199003495275974,0.669123396728978,0.40380154143680225,0.49877485542586353,0.012131214790949316,0.669123396728978,0.5640615288055304,0.15401867032051086,0.16764278709888458,0.07444915920495987,0.184256911277771,0.18893124163150787,0.07190480083227158,0.24040351808071136,0.4093751609325409,0.04428906738758087,0.1966063380241394,0.24085035920143127,0.03485102951526642
9,0.0001,0.8544456660747528,0.7593030543817516,1.0429938489740544,0.5787808038983223,0.728802692432899,9.31334900856018,0.6333780214190483,0.36167680844664574,0.49468797259032726,0.017142523312941194,0.6333780214190483,0.6329244785010815,0.6658964915709062,0.41894382419008197,0.49530852653763513,0.012579468220020786,0.6658964915709062,0.5603894031409061,0.16445861756801605,0.182218536734581,0.08028941601514816,0.19461919367313385,0.2021019607782364,0.07904236018657684,0.2507019639015198,0.45296892523765564,0.04715082794427872,0.20840680599212646,0.25875934958457947,0.03830492123961449
