epoch,lr,loss,iou,val_loss,val_iou,val_dice,epoch_sec,train_ctrl,train_ma_mean,train_rho_std,train_ctrl_bce,train_cell_iou,val_ctrl,val_ma_mean,val_rho_std,val_ctrl_bce,val_cell_iou
40,0.0001,0.4280184153467417,0.8538212030084135,0.7808270219600562,0.547726327768961,0.7060625769155306,12.68218207359314,0.3974030166864395,0.2566722808405757,0.0,0.3974030166864395,0.755084041506052,0.5728903755997167,0.326057928981203,0.0,0.5728903755997167,0.6188283011768804
41,0.0001,0.41947924345731735,0.8596367602895876,0.7404052777723833,0.6115170602635742,0.7537478440790363,13.023742914199829,0.3924140390008688,0.24918290227651596,0.0,0.3924140390008688,0.7524490766227245,0.5789574348565304,0.2945075649203676,0.0,0.5789574348565304,0.5976571792905981
42,0.0001,0.4358332194387913,0.8399940157556521,0.6312737934517137,0.7022290450149216,0.822320379467217,15.01807713508606,0.4030970651656389,0.254348523914814,0.0,0.4030970651656389,0.7452478893101215,0.5822520219918453,0.2571686894604654,0.0,0.5822520219918453,0.6029334194732435
43,0.0001,0.4158230796456337,0.8538985694736649,0.5922229904117007,0.7284138461691544,0.8392685702062278,12.107855319976807,0.3839918989688158,0.2456811685115099,0.0,0.3839918989688158,0.7650957405567169,0.539788589333043,0.3050104740894202,0.0,0.539788589333043,0.6413278182347616
44,0.0001,0.4194739982485771,0.8488782746570409,0.627862420949069,0.7055959151306366,0.8249524835247453,10.914922952651978,0.3821832351386547,0.24158058501780033,0.0,0.3821832351386547,0.7602915242314339,0.5520343256719185,0.3096156391230496,0.0,0.5520343256719185,0.6332776672912367
45,0.0001,0.4235776774585247,0.8465074564675016,0.7067531311150753,0.631687940802191,0.7707808938727454,10.782090425491333,0.3929139282554388,0.24063822627067566,0.0,0.3929139282554388,0.7504281587898731,0.5509916218844327,0.2978278398513794,0.0,0.5509916218844327,0.6283830684242826
46,0.0001,0.40427871607244015,0.8586009173877188,0.6072829456040354,0.7257452959772271,0.8372950565516741,11.457343578338623,0.3755560517311096,0.23658131808042526,0.0,0.3755560517311096,0.7653620503842831,0.5883490461291689,0.2537663804762291,0.0,0.5883490461291689,0.6046719533024412
47,0.0001,0.40723589435219765,0.8551630600748017,0.588245917450298,0.7469875967984084,0.8532376409384348,12.124002695083618,0.37782001681625843,0.23379063326865435,0.0,0.37782001681625843,0.7619653791189194,0.5670269980575099,0.27050311863422394,0.0,0.5670269980575099,0.6165369469108004
48,0.0001,0.41643058881163597,0.8409229528110991,0.6636289755503336,0.6908502302879675,0.8149034122457819,12.699896097183228,0.3737905900925398,0.23048828076571226,0.0,0.3737905900925398,0.764436062425375,0.6140919996030403,0.27373902183590515,0.0,0.6140919996030403,0.5899038125168193
49,0.0001,0.39788974449038506,0.8571336886536217,0.7938200813351255,0.6131963367260911,0.7578991667027215,11.860434532165527,0.3678413163870573,0.2275754613801837,0.0,0.3678413163870573,0.7665389776229858,0.7318862279256185,0.21631719036535782,0.0,0.7318862279256185,0.5439473426703251
50,0.0001,0.38775391690433025,0.8641114477577336,0.6262914339701334,0.7087171390728876,0.8261783450961824,11.229222297668457,0.3610083945095539,0.22416902333498,0.0,0.3610083945095539,0.7764236070215702,0.5736154064987645,0.26382921500639483,0.0,0.5736154064987645,0.6098251315680417
51,0.0001,0.37612891383469105,0.8745651187378984,0.6112788753076033,0.7208680468007538,0.83448039002247,12.470403909683228,0.35446217469871044,0.22003228683024645,0.0,0.35446217469871044,0.7835832498967648,0.5890892491196141,0.25091254575686023,0.0,0.5890892491196141,0.600130072145751
52,0.0001,0.37783119082450867,0.8668965120955038,0.6222228931658196,0.6968890798376535,0.8166236424862026,12.863158702850342,0.3532587382942438,0.21610222570598125,0.0,0.3532587382942438,0.7734047658741474,0.5399955402721058,0.26429624449123035,0.0,0.5399955402721058,0.636905621398579
53,0.0001,0.37557890824973583,0.8690459262962134,0.5764056751222322,0.7354032669135098,0.8443032598804431,14.200197696685791,0.361139303073287,0.21731751412153244,0.0,0.361139303073287,0.7677132822573185,0.5427023208502567,0.262570321559906,0.0,0.5427023208502567,0.6303911886431954
54,0.0001,0.38148898631334305,0.8623906732759381,0.5673913305455988,0.7374776025406771,0.8459096778502706,11.987094402313232,0.35723658464848995,0.2157743088901043,0.0,0.35723658464848995,0.7752981334924698,0.4907096985614661,0.26145411802060675,0.0,0.4907096985614661,0.6684616415789633
55,0.0001,0.36700141429901123,0.8704481279929381,0.55662001804872,0.7405558501281603,0.8482112832610342,11.671558618545532,0.34815765358507633,0.2100619664415717,0.0,0.34815765358507633,0.7797761335968971,0.5055740529840643,0.25877780173764087,0.0,0.5055740529840643,0.6542416829051394
56,0.0001,0.37360917404294014,0.8645444991012515,0.7042083451242158,0.6222933368467289,0.7610788149734372,11.621169328689575,0.35136581771075726,0.20914740301668644,0.0,0.35136581771075726,0.7780591063201427,0.5389580365383264,0.26496382734992285,0.0,0.5389580365383264,0.6350376452460433
57,0.0001,0.3879730124026537,0.8565555206465024,0.6097942175287189,0.7060845403502761,0.8233536238943663,12.291998863220215,0.3575659655034542,0.2077798843383789,0.0,0.3575659655034542,0.7723793759942055,0.5419314991344105,0.2422824903871074,0.0,0.5419314991344105,0.635083586880655
58,0.0001,0.36291962303221226,0.8677154915618916,0.5518982085314664,0.7413078291424139,0.8486170758113117,11.387942552566528,0.34582870453596115,0.2063673511147499,0.0,0.34582870453596115,0.7798486687242985,0.5008205464391997,0.2526127298672994,0.0,0.5008205464391997,0.6597985245964744
59,0.0001,0.3625366073101759,0.8700543190822209,0.6073926055070126,0.708968894029064,0.8258381527464932,12.129916906356812,0.34781951643526554,0.20527855586260557,0.0,0.34781951643526554,0.7754429094493389,0.5708630789409984,0.2313161329789595,0.0,0.5708630789409984,0.6113137160286759
60,0.0001,0.35794163681566715,0.8722126818375299,0.494552366661303,0.7844087459069338,0.8775273880748075,12.008903980255127,0.3439140301197767,0.20316889602690935,0.0,0.3439140301197767,0.7784701026976109,0.47519136197639233,0.2497694194316864,0.0,0.47519136197639233,0.6833626158309706
61,0.0001,0.34913696348667145,0.878564410925421,0.561808401888067,0.7307395018637944,0.8415306370978785,13.290345907211304,0.34118833392858505,0.20119752921164036,0.0,0.34118833392858505,0.7838539890944958,0.5040150772441517,0.2467083637461518,0.0,0.5040150772441517,0.6559258265928789
62,0.0001,0.33850565738976,0.8853002269750695,0.5422956546147665,0.7431190693824644,0.8498320085991873,13.078577995300293,0.32996146380901337,0.19791663996875286,0.0,0.32996146380901337,0.7941194698214531,0.4935644973408092,0.23982314720298303,0.0,0.4935644973408092,0.6638114127245817
63,0.0001,0.3443000428378582,0.8763529404015649,0.5323058728015784,0.7519895804071928,0.8561691091085653,12.666181325912476,0.32842898555099964,0.1938335094600916,0.0,0.32842898555099964,0.7947083041071892,0.49961827740524756,0.2516131446217046,0.0,0.49961827740524756,0.6632059424212484
64,0.0001,0.3318702522665262,0.8846230575630325,0.5276350360928159,0.7510323980470957,0.8553847607013805,12.41629695892334,0.32346065528690815,0.19098929408937693,0.0,0.32346065528690815,0.7949806787073612,0.4980790308027556,0.23949991663297018,0.0,0.4980790308027556,0.6594487816998453
65,0.0001,0.33404689468443394,0.8838207228898998,0.5047706004345056,0.7663372734543625,0.8655074059004146,11.51559042930603,0.33043075166642666,0.19393120519816875,0.0,0.33043075166642666,0.789139524102211,0.5003511508305868,0.2153662826978799,0.0,0.5003511508305868,0.6571805088809042
66,0.0001,0.3347032945603132,0.8798799393875107,0.5512122349305586,0.7229771464751606,0.8374725503399969,12.647404909133911,0.32532052509486675,0.187388826161623,0.0,0.32532052509486675,0.7929894030094147,0.4626628052104603,0.23952811911250604,0.0,0.4626628052104603,0.6914559918822665
67,0.0001,0.3317670561373234,0.8815646662775205,0.5666520342682347,0.7395622933841477,0.8463454785098148,11.20279335975647,0.32123250141739845,0.18540032487362623,0.0,0.32123250141739845,0.7934438176453114,0.5463681437752463,0.22832545638084412,0.0,0.5463681437752463,0.6283197375861082
68,0.0001,0.3206355292350054,0.8868715160013146,0.542907947843725,0.7419730301868973,0.848546600783738,11.209552526473999,0.3190945852547884,0.1859413804486394,0.0,0.3190945852547884,0.795210886746645,0.5097440228317723,0.21915073467023444,0.0,0.5097440228317723,0.6500758519678405
69,0.0001,0.3347811698913574,0.8730229248082643,0.5843521320458614,0.7237941102036654,0.8365229746444929,11.040647506713867,0.32420231215655804,0.18458904046565294,0.0,0.32420231215655804,0.7901735715568066,0.5786765163595026,0.21027159781167,0.0,0.5786765163595026,0.6162807128646157
70,0.0001,0.3308360055088997,0.8778746022637349,0.5398469711794998,0.7466576251631062,0.8528004510244928,12.709146499633789,0.3266401942819357,0.1829845393076539,0.0,0.3266401942819357,0.7910536229610443,0.512765747128111,0.24686956812034955,0.0,0.512765747128111,0.655816960515398
71,0.0001,0.32885969802737236,0.8763886113372156,0.6099379062652588,0.7239619049561143,0.8370969453072825,11.31886911392212,0.32108693197369576,0.18329699616879225,0.0,0.32108693197369576,0.7953591495752335,0.6608410893064557,0.18056518065206933,0.0,0.6608410893064557,0.5871429786537633
72,0.0001,0.3223532121628523,0.8787835389882616,0.5264236674164281,0.7591175157195519,0.860731099290681,11.022479772567749,0.3182991836220026,0.1807355424389243,0.0,0.3182991836220026,0.7972018048167229,0.5384657635833278,0.1955888451951923,0.0,0.5384657635833278,0.641640333515225
73,0.0001,0.3216118589043617,0.8807018850588365,0.560182744806463,0.7392619958638643,0.8471429327892249,11.350368976593018,0.32163611240684986,0.17909952159971,0.0,0.32163611240684986,0.7909370437264442,0.5767529263640895,0.21252591953133093,0.0,0.5767529263640895,0.6139072775840759
74,0.0001,0.31522231735289097,0.8835080195859015,0.5488272670543555,0.743199410186745,0.8505508650272966,11.396144151687622,0.3118391800671816,0.176892451941967,0.0,0.3118391800671816,0.8022904805839062,0.5564599597092831,0.2013134482232007,0.0,0.5564599597092831,0.6283260520660516
75,0.0001,0.3126288093626499,0.8868703736406464,0.5041109973734076,0.7510566702857463,0.8557557999114885,11.118623971939087,0.3159545846283436,0.17470408603549004,0.0,0.3159545846283436,0.7957271113991737,0.42475456902475067,0.2218520325241667,0.0,0.42475456902475067,0.7220591089942239
76,0.0001,0.3176006954163313,0.882448808418055,0.48338161273436114,0.7869456052980043,0.8798147648469601,13.910163164138794,0.3235047459602356,0.17989348899573088,0.0,0.3235047459602356,0.7904673106968403,0.5333046985395027,0.19170889935710214,0.0,0.5333046985395027,0.6411110244014047
77,0.0001,0.3147989436984062,0.8812814921505749,0.4967946103124907,0.7663057754191032,0.8665722132957154,12.31330132484436,0.3128599729388952,0.17548703774809837,0.0,0.3128599729388952,0.7985779941082001,0.4536987037369699,0.21995247132850415,0.0,0.4536987037369699,0.6982089308175173
78,0.0001,0.3088478669524193,0.8869405677495187,0.41213988174091687,0.8153112538674119,0.8969552920700856,11.901117324829102,0.3135715965181589,0.174205188639462,0.0,0.3135715965181589,0.7989654615521431,0.3981460188374375,0.18953234002445685,0.0,0.3981460188374375,0.747568712090001
79,0.0001,0.29097644053399563,0.8996966691364731,0.47024980097106006,0.7850500619630165,0.8780605629187572,12.31325888633728,0.30227676406502724,0.16846651304513216,0.0,0.30227676406502724,0.8056439198553562,0.46060377540010394,0.20818623358553107,0.0,0.46060377540010394,0.6847315647385337
80,0.0001,0.3017558101564646,0.8889778319568336,0.42755312088764075,0.8081780818167513,0.8925695074180565,13.325363397598267,0.3125966666266322,0.17000632733106613,0.0,0.3125966666266322,0.7959257327020168,0.413010936794859,0.20978909821221323,0.0,0.413010936794859,0.7312399853359569
81,0.0001,0.30069987289607525,0.8887106993628575,0.4502856839786876,0.7865544821009706,0.8786376684616904,12.869070291519165,0.307671083137393,0.17085615638643503,0.0,0.307671083137393,0.8028154894709587,0.41805970307552454,0.19212745446147342,0.0,0.41805970307552454,0.7232899945793729
82,0.0001,0.2952410392463207,0.8914365702860015,0.5225158062848178,0.7504683076101627,0.8546112973404302,13.638328790664673,0.30380832590162754,0.1684339689090848,0.0,0.30380832590162754,0.804530069231987,0.48106168978142017,0.20593823989232382,0.0,0.48106168978142017,0.6718899246418115
83,0.0001,0.30608655139803886,0.8824879002196707,0.5035069530660455,0.7672432776746603,0.8665749349468284,12.752303838729858,0.3084102123975754,0.1671024076640606,0.0,0.3084102123975754,0.8004620261490345,0.5274292736342459,0.19712469433293198,0.0,0.5274292736342459,0.6455124869491115
84,0.0001,0.29636710695922375,0.8904631473187223,0.48525538408395014,0.7824128266290413,0.8753349232298633,10.84743595123291,0.3059715311974287,0.16837998293340206,0.0,0.3059715311974287,0.8033946864306927,0.5267003594022809,0.17275080039645685,0.0,0.5267003594022809,0.6537240228869698
85,0.0001,0.31147096678614616,0.8759836858739019,0.48225329500256164,0.7586559392989077,0.8602751454484702,10.957553386688232,0.3196587394922972,0.16709812823683023,0.0,0.3196587394922972,0.7901049368083477,0.4207336830370354,0.19500269176382007,0.0,0.4207336830370354,0.7203052667054263
86,0.0001,0.31499858014285564,0.8724137954598339,0.47849731373064447,0.7712522110415262,0.8694296674606858,13.257035732269287,0.3127452367916703,0.1673697317019105,0.0,0.3127452367916703,0.7960290312767029,0.4627155896389123,0.17622537865783228,0.0,0.4627155896389123,0.6954362726572788
87,0.0001,0.3059966620057821,0.8789825321529928,0.471919753334739,0.769549322496025,0.8676772800926805,11.923741102218628,0.3103226460516453,0.16307414136826992,0.0,0.3103226460516453,0.7987745888531208,0.4253313649784435,0.1843066829623598,0.0,0.4253313649784435,0.7110523843404019
88,0.0001,0.2786056622862816,0.8989366863492491,0.5368546012676123,0.7339768495302237,0.8440245445203759,13.277343273162842,0.2975606080144644,0.16179353278130293,0.0,0.2975606080144644,0.8066051639616489,0.4781584378444787,0.20016317069530487,0.0,0.4781584378444787,0.6778754366166664
89,0.0001,0.29197937343269587,0.8890213919085834,0.4886161811424024,0.7587150128913177,0.8605384074705124,11.355753183364868,0.30409495532512665,0.16232604067772627,0.0,0.30409495532512665,0.8022123984992504,0.4193627978816177,0.18115499976909522,0.0,0.4193627978816177,0.7211440639062361
90,0.0001,0.28517952002584934,0.8914317707031201,0.47802217440171674,0.775395307631481,0.8717184324790873,12.223626375198364,0.29914839565753937,0.1614228840917349,0.0,0.29914839565753937,0.80599669739604,0.4635492382627545,0.1947178068486127,0.0,0.4635492382627545,0.687783439954122
91,0.0001,0.2713117515668273,0.9031171512576095,0.49060002782128076,0.7684586641214921,0.8653576041503115,11.975250244140625,0.2970694676041603,0.1594559634104371,0.0,0.2970694676041603,0.8113876432180405,0.4713760162844802,0.17521323760350546,0.0,0.4713760162844802,0.6825752547292998
92,0.0001,0.2721700957044959,0.9009017720498138,0.5170767126661359,0.7525103764304977,0.8554503817120804,11.786620855331421,0.2937687337398529,0.15734089352190495,0.0,0.2937687337398529,0.8112788945436478,0.4843610200014981,0.18456941617257666,0.0,0.4843610200014981,0.6729252446781505
93,0.0001,0.2767528723925352,0.8964384566548743,0.46173966111558856,0.782745758516482,0.8752389257958207,11.419018030166626,0.2977101132273674,0.15733676124364138,0.0,0.2977101132273674,0.8018056713044643,0.44665611151492957,0.1875050961971283,0.0,0.44665611151492957,0.700086258577578
94,0.0001,0.2730653751641512,0.8962542882789559,0.4409464651888067,0.7948394373365014,0.883638188656076,11.456716537475586,0.28999385610222816,0.1552304606884718,0.0,0.28999385610222816,0.811600536108017,0.42914100126786664,0.18593240055170926,0.0,0.42914100126786664,0.7140994234518572
95,0.0001,0.27263604011386633,0.8958933781599115,0.46543699502944946,0.7775921254970781,0.8730857189737841,11.43431544303894,0.2922901902347803,0.15609487425535917,0.0,0.2922901902347803,0.8087783046066761,0.44482838023792615,0.19354166316263605,0.0,0.44482838023792615,0.7046186725298563
96,0.0001,0.2638011546805501,0.9048993571892614,0.4564715623855591,0.7799828434374138,0.8745508931727992,12.06022024154663,0.28996287006884813,0.15588718559592962,0.0,0.28996287006884813,0.8175074756145477,0.4056146668665337,0.2018845325166529,0.0,0.4056146668665337,0.7395503231973359
97,0.0001,0.2740880334749818,0.8956687978666128,0.463153600692749,0.7983619732017312,0.8854884340844563,11.753670930862427,0.29913010634481907,0.1567438393831253,0.0,0.29913010634481907,0.8054131753742695,0.5274247545184512,0.16509867346648013,0.0,0.5274247545184512,0.6598026978247093
98,0.0001,0.2697848426178098,0.8993109026131464,0.38525956146644824,0.8172122967131398,0.8983681362428979,11.575831174850464,0.28938210755586624,0.1545754363760352,0.0,0.28938210755586624,0.818363606929779,0.3431515169866157,0.1806986088102514,0.0,0.3431515169866157,0.7911871057568174
