epoch,lr,loss,iou,val_loss,val_iou,val_dice,epoch_sec,train_ctrl,train_ma_mean,train_rho_std,train_ctrl_bce,train_cell_iou,val_ctrl,val_ma_mean,val_rho_std,val_ctrl_bce,val_cell_iou,norm_route1_wc,norm_route1_wa,norm_route1_beta,norm_route2_wc,norm_route2_wa,norm_route2_beta,norm_route3_wc,norm_route3_wa,norm_route3_beta,norm_route4_wc,norm_route4_wa,norm_route4_beta
10,0.0001,0.6577537581324577,0.7643021428573769,0.777754834204009,0.6423826834901537,0.7791501554986469,64.99983978271484,0.6232837587594986,0.40933416225016117,0.020889961975626647,0.6232837587594986,0.6360272727906704,0.6596971894755508,0.4226548960714629,0.012518420815467834,0.6596971894755508,0.5664698057102434,0.19612902402877808,0.18004609644412994,0.09123089909553528,0.2113027274608612,0.20522746443748474,0.09389466047286987,0.26449504494667053,0.26208779215812683,0.04838208854198456,0.23841245472431183,0.21731358766555786,0.04966157674789429
11,0.0001,0.6451134048402309,0.7689898888471127,0.7446059367873452,0.6770593870492301,0.8058169140142414,92.81072282791138,0.6124151349067688,0.3978581950068474,0.02324094087816775,0.6124151349067688,0.6461694538593292,0.6561702598224987,0.41376914309732843,0.013759842170684627,0.6561702598224987,0.5629589386058577,0.20867502689361572,0.1892552673816681,0.09693323820829391,0.22345848381519318,0.21528664231300354,0.10125058889389038,0.27345892786979675,0.2706739604473114,0.050373755395412445,0.24808338284492493,0.2232581526041031,0.052632566541433334
12,0.0001,0.6249077990651131,0.7777252023331261,0.7837860042398627,0.6038708428288021,0.7503553643685739,72.79535722732544,0.5982311256229877,0.3887114617973566,0.026281473226845264,0.5982311256229877,0.6679918840527534,0.6402117122303356,0.4128310499769269,0.01652697298788663,0.6402117122303356,0.6019322501890587,0.22147317230701447,0.19823402166366577,0.10264193266630173,0.234220489859581,0.22439227998256683,0.10771428048610687,0.28265807032585144,0.2789372205734253,0.053445495665073395,0.2576223611831665,0.2289716750383377,0.05622990429401398
13,0.0001,0.614297803491354,0.7878914367388163,0.7208040446946116,0.7042397999694893,0.8246136901284532,80.79672241210938,0.5886343792080879,0.3780747000128031,0.029872235492803156,0.5886343792080879,0.6524966508150101,0.6513800873900905,0.3956069765668927,0.015501401246045574,0.6513800873900905,0.5495395181757031,0.23379884660243988,0.2064199447631836,0.10808765143156052,0.24458058178424835,0.23276907205581665,0.11465474963188171,0.28909116983413696,0.2825796604156494,0.05502171441912651,0.2661430835723877,0.2329881638288498,0.05958922579884529
14,0.0001,0.601068764925003,0.7960703344592029,0.7579797253464208,0.6684721737900333,0.7991128621496992,78.70115971565247,0.5744430646300316,0.36735499650239944,0.031033341656439006,0.5744430646300316,0.6765338815748692,0.6410470839702722,0.389143427213033,0.017548580061305653,0.6410470839702722,0.571278534152291,0.24604319036006927,0.2143632173538208,0.1136365681886673,0.254962295293808,0.24166372418403625,0.12151208519935608,0.298292338848114,0.28853219747543335,0.057063259184360504,0.2744688391685486,0.23651956021785736,0.062392331659793854
15,0.0001,0.5930242165923119,0.7929657277148243,0.747388097372922,0.6419788421465593,0.779997625612604,29.23650336265564,0.5686186142265797,0.3615623712539673,0.03203094576019794,0.5686186142265797,0.6775956749916077,0.631802681720618,0.398614994504235,0.016367299030676033,0.631802681720618,0.6165065458326628,0.25786495208740234,0.22217957675457,0.11896713078022003,0.2653294503688812,0.249826118350029,0.1280057728290558,0.3069702982902527,0.29395779967308044,0.05969328060746193,0.28211089968681335,0.24038852751255035,0.06441785395145416
16,0.0001,0.5848166383802891,0.7998255444641708,0.7516865549665509,0.6412585346094186,0.7787600066658946,30.707299947738647,0.5551734194159508,0.35014509223401546,0.03459687647409737,0.5551734194159508,0.6840598843991756,0.6383786056980942,0.35576531742558337,0.022450048420013802,0.6383786056980942,0.5648577719023733,0.2691408097743988,0.22930768132209778,0.1239757314324379,0.27445322275161743,0.2567324638366699,0.1343536376953125,0.3148944675922394,0.29983189702033997,0.06215153634548187,0.28947100043296814,0.24274633824825287,0.0668531134724617
17,0.0001,0.578330609947443,0.7978562895635005,0.707887483365608,0.6856655681999185,0.8114559676666087,52.9807493686676,0.5451925992965698,0.34311979822814465,0.036703500896692276,0.5451925992965698,0.6798217855393887,0.6355509342569293,0.3670327464739482,0.01872824245330059,0.6355509342569293,0.5660859337358763,0.2801099419593811,0.23606495559215546,0.1287800818681717,0.2838728427886963,0.2633238434791565,0.14027062058448792,0.32069140672683716,0.3018924593925476,0.06388424336910248,0.29685696959495544,0.24524126946926117,0.07108692824840546
18,0.0001,0.5714127011597157,0.7992004993162307,0.7270155874165621,0.6740333448302014,0.8025724073629028,49.10015892982483,0.5333912447094917,0.33331470377743244,0.03852991946041584,0.5333912447094917,0.6851329915225506,0.6245099577036771,0.36841023600462713,0.01803757058400096,0.6245099577036771,0.5896158191290769,0.29153987765312195,0.24261297285556793,0.13392482697963715,0.29219168424606323,0.2692485749721527,0.14576928317546844,0.32826197147369385,0.30845290422439575,0.06679274141788483,0.3052331805229187,0.24927718937397003,0.07456543296575546
19,0.0001,0.5529316030442715,0.8167796390505103,0.799611301133127,0.5629849695284417,0.714527773868066,56.34063529968262,0.5253634285181761,0.3266737684607506,0.03936739615164697,0.5253634285181761,0.6898169443011284,0.6025150111227324,0.3756138772675485,0.022317505526271732,0.6025150111227324,0.6437505194635103,0.3026273548603058,0.24910160899162292,0.13881824910640717,0.3019164204597473,0.27652600407600403,0.15227457880973816,0.33553749322891235,0.3135676085948944,0.06916362047195435,0.31220781803131104,0.25101226568222046,0.07767996937036514
20,0.0001,0.5553274434059858,0.8011822421878154,0.6777622519117413,0.7060209746288861,0.8259209475245763,12.719085454940796,0.517982130870223,0.3203896041959524,0.040325591806322336,0.517982130870223,0.6962444260716438,0.6217748902060769,0.3185251328078183,0.025488186740514004,0.6217748902060769,0.5613751248879866,0.31316590309143066,0.2552763521671295,0.14356133341789246,0.3127431273460388,0.28400877118110657,0.1583544760942459,0.34243080019950867,0.3165609836578369,0.07086985558271408,0.31960025429725647,0.25229912996292114,0.08028769493103027
21,0.0001,0.5405159071087837,0.8166103220212856,0.6768124356414332,0.7087381941868092,0.8271712994216338,13.89352035522461,0.50527673214674,0.3113096561282873,0.04130940418690443,0.50527673214674,0.7068121433258057,0.6064050522717562,0.3702717929175406,0.020336037783911735,0.6064050522717562,0.6210556933374116,0.3245171904563904,0.26096951961517334,0.14837339520454407,0.32050153613090515,0.28847256302833557,0.16479118168354034,0.34871160984039307,0.32053232192993164,0.07295416295528412,0.32601267099380493,0.25398433208465576,0.08378777652978897
22,0.0001,0.5296770967543125,0.8259609701454427,0.6781004540848009,0.7155773007839896,0.8319118148235969,63.994829177856445,0.49304198659956455,0.3015512637794018,0.043006167048588395,0.49304198659956455,0.7140053659677505,0.608934344667377,0.3673784886345719,0.01988805875633702,0.608934344667377,0.6083200185587911,0.3354073762893677,0.2663569152355194,0.15337687730789185,0.3295600712299347,0.2949681878089905,0.171627938747406,0.35191628336906433,0.32236599922180176,0.074834905564785,0.3302454948425293,0.2532137334346771,0.08503654599189758
23,0.0001,0.5233239755034447,0.8273129124359068,0.6813871643759988,0.688361382690367,0.8140867192909309,62.012526988983154,0.48815467953681946,0.2974288985133171,0.04333074809983373,0.48815467953681946,0.7130756601691246,0.6186686031746141,0.3358600844036449,0.02103920749416857,0.6186686031746141,0.5777465547576095,0.34591469168663025,0.27169615030288696,0.15805979073047638,0.3365263044834137,0.29950428009033203,0.17705561220645905,0.3576272130012512,0.32351967692375183,0.0766824409365654,0.3353504538536072,0.25200921297073364,0.0864395946264267
24,0.0001,0.5084485206753016,0.8341564143743853,0.7340202150922833,0.6550319966093587,0.788965860511003,28.245761156082153,0.4752611555159092,0.28935269825160503,0.044475110014900565,0.4752611555159092,0.7236290946602821,0.6229955644318552,0.3059625806230487,0.02723589234731414,0.6229955644318552,0.5657745590715697,0.3569130003452301,0.2766849398612976,0.16278107464313507,0.34463241696357727,0.3047850430011749,0.18215343356132507,0.36362895369529724,0.32702571153640747,0.07993731647729874,0.3384861946105957,0.2508276700973511,0.08819150179624557
25,0.0001,0.5021953973919153,0.8373670656192862,0.6627629200617472,0.7029080398125775,0.8229513187782151,57.89867639541626,0.47048058919608593,0.28353353403508663,0.0449782176874578,0.47048058919608593,0.7241802401840687,0.5792729782335686,0.3457228595560247,0.024893763277566795,0.5792729782335686,0.6384325569326227,0.36766931414604187,0.2814132571220398,0.1675073355436325,0.35287415981292725,0.31047573685646057,0.18882791697978973,0.3639404773712158,0.32642850279808044,0.0812014564871788,0.3431541323661804,0.25004515051841736,0.09043294936418533
26,0.0001,0.5140811651945114,0.8176519372523945,0.6786747123255874,0.6816280474942975,0.807918912219346,61.19221568107605,0.4677857905626297,0.27824463322758675,0.04649374424479902,0.4677857905626297,0.7178740501403809,0.605628434455756,0.3258845869338874,0.02298978433916063,0.605628434455756,0.5859108224059596,0.3775019943714142,0.2858845591545105,0.17187921702861786,0.3601052165031433,0.31470516324043274,0.1928245723247528,0.37088561058044434,0.3305334150791168,0.08318361639976501,0.348937451839447,0.2497553825378418,0.09308287501335144
27,0.0001,0.4973331857472658,0.8289282798181452,0.6714235779010889,0.6921006369917704,0.8159975705631791,68.01155591011047,0.4581502266228199,0.27173105627298355,0.04699439834803343,0.4581502266228199,0.7233255282044411,0.5779992829669606,0.32768663041519397,0.025094237291451656,0.5779992829669606,0.6254720462091041,0.3884393870830536,0.29085445404052734,0.17634595930576324,0.36832794547080994,0.3186940848827362,0.19734619557857513,0.37617072463035583,0.33365029096603394,0.08603531122207642,0.3550599217414856,0.2498435378074646,0.0955100953578949
28,0.0001,0.4930352531373501,0.8302800110440907,0.7448537710941199,0.6431566765344569,0.7795750763350073,22.809186697006226,0.4496784768998623,0.26776874251663685,0.04578700382262468,0.4496784768998623,0.7348208650946617,0.6633411645889282,0.24473045179338165,0.034072158124410744,0.6633411645889282,0.5479047081687234,0.3985713720321655,0.2955559194087982,0.18078181147575378,0.3754308223724365,0.3211921751499176,0.2034980207681656,0.37873032689094543,0.33463919162750244,0.08816982805728912,0.3577764928340912,0.2480965256690979,0.09791016578674316
29,0.0001,0.49069239757955074,0.8289643206497538,0.7528457569353508,0.6269317338264083,0.7655927351158229,23.212817430496216,0.44957733526825905,0.26394048146903515,0.04818635946139693,0.44957733526825905,0.7273227460682392,0.6321917103998589,0.26647137331240106,0.031566293627926796,0.6321917103998589,0.5657863589850339,0.4091796875,0.3001096248626709,0.18502339720726013,0.383187860250473,0.32587435841560364,0.20834548771381378,0.3827476501464844,0.3373098373413086,0.09090034663677216,0.36095771193504333,0.24673156440258026,0.09946832805871964
30,0.0001,0.47770024836063385,0.8402313498094094,0.6771925344611659,0.6776711783343913,0.8049888168151804,19.07080626487732,0.4413011912256479,0.25606154929846525,0.047370652202516794,0.4413011912256479,0.7338115274906158,0.5837659402327104,0.31898187778212805,0.024490240453319115,0.5837659402327104,0.6152462038126859,0.41917523741722107,0.3045264184474945,0.18946443498134613,0.390227735042572,0.33078229427337646,0.21448490023612976,0.3858703374862671,0.33896100521087646,0.09283579140901566,0.3622899353504181,0.24440644681453705,0.10155294090509415
31,0.0001,0.46114170365035534,0.851048871775322,0.6967799916411891,0.6769694732057866,0.8036688991919433,14.555313348770142,0.42358557879924774,0.2504117554053664,0.046715539414435625,0.42358557879924774,0.7509535849094391,0.620141883691152,0.2772549670754057,0.029048697063417145,0.620141883691152,0.5722916595863573,0.4298534393310547,0.3086148798465729,0.19392935931682587,0.39531663060188293,0.33287033438682556,0.21956732869148254,0.38832443952560425,0.3402370512485504,0.09459225833415985,0.36396023631095886,0.24139273166656494,0.104193314909935
32,0.0001,0.4733564034104347,0.835550534147388,0.7368231108694365,0.5888276619343984,0.7381565011868414,20.39726686477661,0.42855821549892426,0.24578015506267548,0.04683052864857018,0.42855821549892426,0.7379973381757736,0.5660634889747157,0.33592747648557025,0.029459801925854248,0.5660634889747157,0.6316429033423915,0.43914899230003357,0.3121064007282257,0.19828692078590393,0.4015754759311676,0.33742645382881165,0.22465597093105316,0.38922762870788574,0.3407944440841675,0.09696736186742783,0.36528390645980835,0.23820920288562775,0.1059645488858223
33,0.0001,0.4608770366758108,0.8430276865904368,0.6896985263535471,0.6777825970689298,0.8042787010518021,25.392117977142334,0.4218660295009613,0.2431580275297165,0.04870781511999667,0.4218660295009613,0.7440608143806458,0.618993423201821,0.2435095048311985,0.032663518619356735,0.618993423201821,0.5703688417420243,0.44965291023254395,0.3163827955722809,0.20230711996555328,0.40937915444374084,0.34125491976737976,0.2285524606704712,0.3929160237312317,0.3420679569244385,0.09956062585115433,0.36582252383232117,0.23545622825622559,0.10685017704963684
34,0.0001,0.45610747672617435,0.8467839163315469,0.6850379452560887,0.6569259592426004,0.7901099369876073,38.49862360954285,0.4182927943766117,0.2360954312607646,0.048609261168166995,0.4182927943766117,0.7371783256530762,0.587022299116308,0.2887919716762774,0.02653340148654851,0.587022299116308,0.595555659496423,0.45947161316871643,0.3197178244590759,0.2066553831100464,0.4150400757789612,0.34520411491394043,0.2334212064743042,0.3948383331298828,0.3465456962585449,0.10137918591499329,0.3685225248336792,0.2340989112854004,0.10868692398071289
35,0.0001,0.45315592363476753,0.8429002268643261,0.6566562327471647,0.6828498655919376,0.8082904645660555,42.337961196899414,0.41450115479528904,0.23318164609372616,0.04754218924790621,0.41450115479528904,0.742304690182209,0.5532981193426884,0.29834525151686236,0.027905421726631397,0.5532981193426884,0.6410187130624597,0.4684252142906189,0.3231734335422516,0.21089652180671692,0.4199739694595337,0.34792667627334595,0.23881761729717255,0.39684098958969116,0.347355455160141,0.1029381975531578,0.3725547194480896,0.232426717877388,0.11169331520795822
36,0.0001,0.4420089218765497,0.8484805902709017,0.5932858062512947,0.7490702661402479,0.8537287878739311,11.371418476104736,0.4022091031074524,0.2308517349883914,0.04730965010821819,0.4022091031074524,0.760128740221262,0.5499104261398315,0.29155640529863763,0.02676847819803339,0.5499104261398315,0.6355454677885229,0.4779667854309082,0.32672908902168274,0.21506914496421814,0.4261951446533203,0.3520982265472412,0.24298882484436035,0.4000864028930664,0.34957122802734375,0.10442787408828735,0.37457674741744995,0.22939607501029968,0.11381302028894424
37,0.0001,0.4343244433403015,0.8582469679878078,0.6239490328413068,0.7156190375998057,0.8305287825762526,43.51203513145447,0.3998422846198082,0.22619496937841177,0.04694892792031169,0.3998422846198082,0.7575777918100357,0.5448231769330574,0.2676638283512809,0.029647751570199474,0.5448231769330574,0.6392080576130839,0.4886496663093567,0.3298880457878113,0.21949096024036407,0.4318721294403076,0.35577693581581116,0.24770495295524597,0.4011770486831665,0.3506128489971161,0.10630451142787933,0.37254342436790466,0.22565853595733643,0.11428916454315186
38,0.0001,0.42542929016053677,0.8592940013712984,0.6568242564345851,0.6907353986006842,0.8142568385666735,90.49439597129822,0.39264674112200737,0.22254416532814503,0.04844464571215212,0.39264674112200737,0.764046736061573,0.5648393667105472,0.2610433282274188,0.02809474210847508,0.5648393667105472,0.6155676019914222,0.4981832504272461,0.3335074484348297,0.22379767894744873,0.4362238645553589,0.3586966395378113,0.253349632024765,0.4024757146835327,0.3524501621723175,0.10801348835229874,0.37359607219696045,0.22300851345062256,0.11639384180307388
39,0.0001,0.4317867327481508,0.8492800925934816,0.7363947810548724,0.5956592630898719,0.7426125319541255,66.09206461906433,0.3936136029660702,0.21842616517096758,0.048496870789676905,0.3936136029660702,0.7555941641330719,0.5621958248543016,0.27655970418091974,0.027766847362120945,0.5621958248543016,0.6192735252958356,0.5071437358856201,0.336559534072876,0.22819174826145172,0.4400678277015686,0.360276460647583,0.2580493092536926,0.403724730014801,0.3527563810348511,0.10982899367809296,0.3758452832698822,0.22048541903495789,0.11806289851665497
40,0.0001,0.4221971891820431,0.8575431397485561,0.6359470071214618,0.7019329108561291,0.8221796040709758,76.8935878276825,0.3885521572083235,0.21957112662494183,0.04814170626923442,0.3885521572083235,0.7631519548594952,0.5566727519035339,0.2581443560845924,0.03146059015257792,0.5566727519035339,0.6195680399735769,0.5163863897323608,0.34105706214904785,0.23211735486984253,0.44586271047592163,0.3627679646015167,0.2626887857913971,0.4067220985889435,0.3544366657733917,0.1121310219168663,0.37818020582199097,0.21791942417621613,0.12027210742235184
41,0.0001,0.42774868570268154,0.84567721915013,0.5982823733127478,0.7275023162216865,0.8401228556090324,77.49315237998962,0.3854624107480049,0.21459275763481855,0.04805132141336799,0.3854624107480049,0.7620174959301949,0.5180469895854141,0.23523618732437943,0.0374566727515423,0.5180469895854141,0.6467497782273726,0.5246169567108154,0.3440796136856079,0.236350417137146,0.4501837193965912,0.3654758632183075,0.2659241557121277,0.4082012176513672,0.357224702835083,0.11378728598356247,0.3792622685432434,0.21615885198116302,0.12175057828426361
42,0.0001,0.45054682716727257,0.8229463434079073,0.5801438346053615,0.7324190588326112,0.8434758983094565,78.28945088386536,0.3964880481362343,0.20915278512984514,0.04724543238990009,0.3964880481362343,0.7454559840261936,0.5320337667609706,0.26558973933711194,0.029028164505055458,0.5320337667609706,0.6429284765864863,0.5330589413642883,0.3474998474121094,0.2400566041469574,0.45527586340904236,0.36778751015663147,0.2692491114139557,0.41042837500572205,0.3621063530445099,0.11614002287387848,0.3829765021800995,0.21406826376914978,0.1241450384259224
43,0.0001,0.4233103580772877,0.8462916423218939,0.619289963534384,0.730898610001258,0.8429802054599274,69.19727230072021,0.3803807031363249,0.20860286336392164,0.04602451669052243,0.3803807031363249,0.764387771487236,0.6063422632939888,0.2386956779342709,0.02864918005511616,0.6063422632939888,0.5849605437481042,0.5399978756904602,0.35085588693618774,0.2436511218547821,0.4585374593734741,0.3686862885951996,0.27267757058143616,0.41433796286582947,0.36775922775268555,0.11872072517871857,0.3846428096294403,0.21125377714633942,0.1267370581626892
44,0.0001,0.42469653859734535,0.8440223080198916,0.5937353950558286,0.7299967042016202,0.8413301703036629,21.218255519866943,0.382912989705801,0.20582292694598436,0.047496153973042965,0.382912989705801,0.751465205103159,0.5656364090514906,0.2403702221133492,0.03256612022717794,0.5656364090514906,0.6160846090678013,0.5489892363548279,0.35442739725112915,0.24748137593269348,0.4623492956161499,0.36969587206840515,0.2776576280593872,0.41533148288726807,0.36840373277664185,0.12118595093488693,0.385948121547699,0.2090310901403427,0.1289529651403427
45,0.0001,0.4249051809310913,0.8407703682275588,0.5695044922106194,0.7460306415173171,0.8522593701231658,30.066917896270752,0.3816909212619066,0.20436509046703577,0.04649367369711399,0.3816909212619066,0.7552889697253704,0.5357662023920001,0.24042400446805087,0.032515024596994575,0.5357662023920001,0.6381605556516936,0.5568406581878662,0.3576435446739197,0.25102272629737854,0.46824517846107483,0.37340137362480164,0.28141987323760986,0.41741806268692017,0.37483683228492737,0.12317600846290588,0.3900187909603119,0.20692837238311768,0.1331302523612976
46,0.0001,0.4043053239583969,0.853952207900353,0.545156074292732,0.7568153517744326,0.8594465362609309,80.7025978565216,0.36922183260321617,0.20257197972387075,0.04585025925189257,0.36922183260321617,0.7698314115405083,0.506214333303047,0.2614268886320519,0.03128599302109444,0.506214333303047,0.6678861957607847,0.5664253830909729,0.36088642477989197,0.2546050250530243,0.4739498794078827,0.37679627537727356,0.285910427570343,0.41867712140083313,0.38139063119888306,0.12501993775367737,0.3900589644908905,0.20391874015331268,0.1350429803133011
47,0.0001,0.4009966403245926,0.8596747495802848,0.5614956906347564,0.7463024626513921,0.8521978443186335,66.99934935569763,0.36451535671949387,0.19638806488364935,0.0459046543110162,0.36451535671949387,0.7742218747735023,0.5219984777045973,0.2417805754777157,0.03123318607156927,0.5219984777045973,0.648367270375743,0.5763111710548401,0.36432042717933655,0.25839290022850037,0.47867757081985474,0.37923920154571533,0.291941374540329,0.41880738735198975,0.38323482871055603,0.1269875466823578,0.39191004633903503,0.2013055682182312,0.13834348320960999
48,0.0001,0.3811976835131645,0.8712693367387346,0.5921345136382363,0.7243193490029831,0.8362832308610609,79.19744348526001,0.35392428934574127,0.19289738405495882,0.04541253671050072,0.35392428934574127,0.7833849377930164,0.5364827098268451,0.245962533083829,0.028664722982229607,0.5364827098268451,0.6351915923031893,0.5848820805549622,0.36820727586746216,0.2623456120491028,0.4832797944545746,0.3816821873188019,0.29670819640159607,0.41932713985443115,0.3887998163700104,0.12860333919525146,0.39043566584587097,0.19746403396129608,0.13915370404720306
49,0.0001,0.3832306284457445,0.8691968398361816,0.5581322619409272,0.7483040999083274,0.8523743988444078,69.52346873283386,0.35489508882164955,0.19064662232995033,0.04535291250795126,0.35489508882164955,0.7766899727284908,0.5005327697956201,0.2555330287326466,0.031052786631114555,0.5005327697956201,0.6705272008072246,0.5936912894248962,0.3727540969848633,0.26629990339279175,0.48684823513031006,0.3832016885280609,0.3004905879497528,0.41935744881629944,0.3941516578197479,0.13070133328437805,0.38913145661354065,0.19405987858772278,0.14089542627334595
50,0.0001,0.3657747954130173,0.8832034015679973,0.5887189218492219,0.7283063440620225,0.8396818059154727,20.795215845108032,0.344806794077158,0.1877152742817998,0.0457464805804193,0.344806794077158,0.7867429181933403,0.5256418658025337,0.25029987503181805,0.02888769989438129,0.5256418658025337,0.6444477158965487,0.6019638180732727,0.37667298316955566,0.2702094614505768,0.4907985031604767,0.38430774211883545,0.30478787422180176,0.41848883032798767,0.3927980661392212,0.13223421573638916,0.3853297233581543,0.18969014286994934,0.14134277403354645
51,0.0001,0.3787472564727068,0.8674698474614211,0.575853244824843,0.7222563699100346,0.8347976713416037,63.51807403564453,0.3462216332554817,0.18639311846345663,0.04434039397165179,0.3462216332554817,0.7838520109653473,0.4838653929305799,0.24820954510659882,0.03499007987027818,0.4838653929305799,0.6812132100264231,0.609107255935669,0.37955552339553833,0.2742626368999481,0.4928298592567444,0.38565146923065186,0.30849528312683105,0.41847679018974304,0.3988558351993561,0.1344587802886963,0.3835505545139313,0.185308039188385,0.1426202654838562
