epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,0.8019609153270721,0.44218013983658344,0.8891349470976627,0.006829183235010723,0.01355882901595879
1,0.0001,0.7203209362924099,0.5819260515858503,0.9223762606129502,0.22855328215015203,0.37135091914780904
2,0.0001,0.65619957447052,0.6489011796713783,0.8212827769192782,0.5037236069309392,0.6683048957886312
3,0.0001,0.6238456256687641,0.6660755289939105,0.8271680889707623,0.5009384018054626,0.6662951102275425
4,0.0001,0.5881974771618843,0.7001793111302107,0.83997883941188,0.3883494953986623,0.5580857929234811
5,0.0001,0.5731773599982262,0.7037652579673137,0.8024228052659468,0.43379855989636323,0.6028235080060516
6,0.0001,0.547357564792037,0.7302656245030873,0.729822393619653,0.5050996960687152,0.6665734557953132
7,0.0001,0.5340579710900784,0.7401695239784943,0.6580309651114724,0.6045181779169608,0.7511178155186382
8,0.0001,0.522683747112751,0.7481133659087894,0.6200330130981676,0.6608136451525484,0.7954633684094209
9,0.0001,0.5149826724082232,0.7473816880775264,0.6272878863594749,0.6682135426367228,0.7994050071303853
10,0.0001,0.5011699423193932,0.7594445714778224,0.6579532207864703,0.5722429601176499,0.7226635678746902
11,0.0001,0.4956979863345623,0.7609719609549992,0.6061630339333506,0.6616083971122351,0.7941717745165655
12,0.0001,0.4814801272004843,0.770757284254966,0.5301626812327992,0.7269612569605912,0.8406133020111382
13,0.0001,0.46578149124979973,0.7911220470970656,0.5376509717016509,0.715729509903372,0.8330629624149105
14,0.0001,0.4689170103520155,0.777996652508277,0.5590728467161005,0.6941557081946512,0.818518233937018
15,0.0001,0.4595184996724129,0.7820677891154835,0.5370406418135671,0.7210325912122608,0.8368174896237246
16,0.0001,0.441393768414855,0.8045955881935833,0.5233131358117769,0.7238935718747435,0.8387343854302457
17,0.0001,0.4346131719648838,0.8064513852095225,0.5502505880413633,0.7006782649716955,0.8236288452371643
18,0.0001,0.42910789139568806,0.8074664473107941,0.5371915896733602,0.7039947106375737,0.8258685940318004
19,0.0001,0.4330511689186096,0.802823656806734,0.5625711318218347,0.6689634190166077,0.8005983260845769
20,0.0001,0.42831946164369583,0.7997548280259124,0.5575634223042112,0.6908241653547863,0.8157915598743598
21,0.0001,0.4184788465499878,0.811817400510247,0.5358875249371384,0.7040276134423502,0.8253707671952633
22,0.0001,0.40803953260183334,0.820050419071216,0.526077617298473,0.7076063800883983,0.8282629363042379
23,0.0001,0.40964739955961704,0.8105926737501541,0.5049818103963678,0.7261171528399897,0.8406864029013829
24,0.0001,0.39693092927336693,0.8254362859210994,0.5187602566950249,0.7324423459901687,0.8447703621912255
25,0.0001,0.38671549782156944,0.8356782761489411,0.4927283868645177,0.748650866101319,0.8556856784955508
26,0.0001,0.3839501440525055,0.8306445814095605,0.5511422635930957,0.6759940117137608,0.806038203070734
27,0.0001,0.3914792276918888,0.8202630240354503,0.5071420777927745,0.7261240272983243,0.8402783424632692
28,0.0001,0.3873257879167795,0.8230669370124504,0.5409320159391924,0.6763933894122449,0.806388831365089
29,0.0001,0.3732326328754425,0.8321718951946356,0.5207556224230564,0.709466980059832,0.8296089782622735
30,0.0001,0.38577519729733467,0.8162149313243124,0.6060217113205881,0.6233795220414976,0.7676182340322605
31,0.0001,0.3730289936065674,0.8301763628906337,0.5491337324633743,0.6820805912080843,0.8104005753278765
32,0.0001,0.35921325720846653,0.8424076418061328,0.5193500157558557,0.7103131576367114,0.8297866071586077
33,0.0001,0.3629469573497772,0.8365860016980271,0.4660373799728625,0.7416907702264546,0.8509990612006246
34,0.0001,0.3528567999601364,0.842715543170438,0.5178906177029465,0.6977309111115612,0.8216362653218502
35,0.0001,0.34436857141554356,0.8495199244358216,0.5248016913731893,0.7027832638945668,0.8249605738873547
36,0.0001,0.339022608473897,0.8545077423873454,0.5372776867765369,0.6875662479066584,0.8143236511865777
37,0.0001,0.35578710958361626,0.8306941468777825,0.5042276310198235,0.7155259022774398,0.8337978306744614
38,0.0001,0.3406974095851183,0.8424443207680299,0.5211478950399341,0.6911564653567523,0.81644468036417
39,0.0001,0.3356441371142864,0.8488694864511395,0.4378517775824576,0.7516264965219819,0.8567705102858236
40,0.0001,0.34138733334839344,0.839917475940888,0.4532694626938213,0.7466395822485977,0.853688646561798
41,0.0001,0.3418379854410887,0.838834481753,0.4463331536813216,0.7489712452118374,0.8555729460553085
42,0.0001,0.3428356032818556,0.8319283607642513,0.5228710427428737,0.6876494124863634,0.8142658599993146
43,0.0001,0.32612037658691406,0.8505392885182347,0.46125707120606396,0.7406805680093873,0.8504130429593356
44,0.0001,0.33167661912739277,0.8378504582541624,0.42026020631645666,0.7679706954046139,0.8672677978726432
45,0.0001,0.3255855981260538,0.8456502562776114,0.5391431794022069,0.6644126413572129,0.7982571386239081
46,0.0001,0.30808770656585693,0.8593275700597609,0.3906306678598577,0.7897578094731309,0.8818189710954202
47,0.0001,0.3082497250288725,0.8593575027382845,0.42390590725523053,0.7624865121006914,0.8645120126859713
48,0.0001,0.2947617918252945,0.8696516261869901,0.4229474826292558,0.7574701074860151,0.8613637911454074
49,0.0001,0.31401894614100456,0.845392690042114,0.5149934734358932,0.6921192204542463,0.8170629672674531
50,0.0001,0.32416812516748905,0.8355146447347408,0.4018008528333722,0.7655489787431413,0.8660966090175427
51,0.0001,0.3106062784790993,0.8441025443556549,0.4899215716304201,0.7054749538796333,0.826673675942848
52,0.0001,0.303853252902627,0.8502113941966791,0.4348093605402744,0.7458054722130695,0.8534336233017327
53,0.0001,0.2950817383825779,0.8618938620456849,0.4100995903665369,0.7750199375520468,0.8726199100593971
54,0.0001,0.28574530594050884,0.8693511611328911,0.4457836783293522,0.7369848285861976,0.8480079195132344
55,0.0001,0.2833219226449728,0.869363063031246,0.387709202188434,0.783327617719297,0.8775799682709828
56,0.0001,0.2945944247767329,0.8535779184606808,0.44308981480020465,0.7370779490445253,0.8475251407276694
57,0.0001,0.28134130127727985,0.8672503374553474,0.41079102140484436,0.7689787940080796,0.8682183755720287
58,0.0001,0.2797533292323351,0.8648328806245503,0.42693257196383044,0.7508106020791931,0.8564286920765922
59,0.0001,0.27831863425672054,0.8646579681832116,0.41487290371548047,0.7578867168526964,0.8613416589880749
60,0.0001,0.27634034864604473,0.866880320545315,0.39260345832868054,0.7693620803553238,0.8687944095682786
61,0.0001,0.27934139408171177,0.8642136119307626,0.41993333038055536,0.7549613861026723,0.859288489385527
62,0.0001,0.264830669388175,0.8755695041959082,0.4135190090446761,0.7599112329108061,0.8625881497530374
